Date,Plant,Machine,Product,Units_Produced,Defective_Units
2026-02-10,Plant B,M-05,P-01,1086,20
2026-02-10,Plant B,M-05,P-06,841,25
2026-02-10,Plant C,M-01,P-04,777,16
2026-02-10,Plant C,M-01,P-03,745,23
2026-02-10,Plant C,M-01,P-01,967,12
2026-02-10,Plant C,M-02,P-01,936,29
2026-02-10,Plant C,M-02,P-03,865,21
2026-02-10,Plant C,M-02,P-06,623,9
2026-02-10,Plant C,M-03,P-04,813,20
2026-02-10,Plant C,M-03,P-06,967,15
2026-02-10,Plant C,M-03,P-04,635,17
2026-02-10,Plant C,M-04,P-03,866,29
2026-02-10,Plant C,M-04,P-02,860,19
2026-02-10,Plant C,M-04,P-05,866,51
2026-02-10,Plant C,M-05,P-04,716,10
2026-02-10,Plant C,M-05,P-03,1017,14
2026-02-10,Plant C,M-05,P-02,617,15
2026-02-11,Plant A,M-01,P-02,863,22
2026-02-11,Plant A,M-01,P-05,671,54
2026-02-11,Plant A,M-01,P-01,643,11
2026-02-11,Plant A,M-02,P-06,773,12
2026-02-11,Plant A,M-02,P-01,872,28
2026-02-11,Plant A,M-02,P-02,954,21
2026-02-11,Plant A,M-03,P-01,1071,35
2026-02-11,Plant A,M-03,P-01,864,13
2026-02-11,Plant A,M-03,P-05,975,78
2026-02-11,Plant A,M-04,P-06,830,26
2026-02-11,Plant A,M-04,P-05,1096,78
2026-02-11,Plant A,M-04,P-03,986,27
2026-02-11,Plant A,M-05,P-06,1132,25
2026-02-11,Plant A,M-05,P-01,1089,16
2026-02-11,Plant A,M-05,P-01,615,6
2026-02-11,Plant B,M-01,P-05,797,58
2026-02-11,Plant B,M-01,P-05,839,60
2026-02-11,Plant B,M-01,P-05,817,43
2026-02-11,Plant B,M-02,P-05,1096,62
2026-02-11,Plant B,M-02,P-05,692,47
2026-02-11,Plant B,M-02,P-05,628,32
2026-02-11,Plant B,M-03,P-06,815,10
2026-02-11,Plant B,M-03,P-06,735,14
2026-02-11,Plant B,M-03,P-02,675,7
2026-02-11,Plant B,M-04,P-06,719,17
2026-02-11,Plant B,M-04,P-01,735,14
2026-02-11,Plant B,M-04,P-01,641,18
2026-02-11,Plant B,M-05,P-03,909,30
2026-02-11,Plant B,M-05,P-03,722,22
2026-02-11,Plant B,M-05,P-04,1014,30
2026-02-11,Plant C,M-01,P-04,773,8
2026-02-11,Plant C,M-01,P-05,928,43
2026-02-11,Plant C,M-01,P-02,857,23
2026-02-11,Plant C,M-02,P-01,675,9
2026-02-11,Plant C,M-02,P-05,775,50
2026-02-11,Plant C,M-02,P-05,898,70
2026-02-11,Plant C,M-03,P-03,967,28
2026-02-11,Plant C,M-03,P-03,729,12
2026-02-11,Plant C,M-03,P-01,771,11
2026-02-11,Plant C,M-04,P-06,1095,10
2026-02-11,Plant C,M-04,P-06,853,11
2026-02-11,Plant C,M-04,P-05,865,64
2026-02-11,Plant C,M-05,P-04,920,16
2026-02-11,Plant C,M-05,P-01,1059,22
2026-02-11,Plant C,M-05,P-04,1036,12
2026-02-12,Plant A,M-01,P-04,857,18
2026-02-12,Plant A,M-01,P-03,817,13
2026-02-12,Plant A,M-01,P-01,623,14
2026-02-12,Plant A,M-02,P-04,876,12
2026-02-12,Plant A,M-02,P-04,843,27
2026-02-12,Plant A,M-02,P-06,833,24
2026-02-12,Plant A,M-03,P-02,874,27
2026-02-12,Plant A,M-03,P-02,922,18
2026-02-12,Plant A,M-03,P-01,882,18
2026-02-12,Plant A,M-04,P-05,949,69
2026-02-12,Plant A,M-04,P-03,800,9
2026-02-12,Plant A,M-04,P-05,642,49
2026-02-12,Plant A,M-05,P-02,1014,22
2026-02-12,Plant A,M-05,P-05,988,57
2026-02-12,Plant A,M-05,P-03,706,18
2026-02-12,Plant B,M-01,P-05,963,57
2026-02-12,Plant B,M-01,P-05,951,51
2026-02-12,Plant B,M-01,P-02,890,18
2026-02-12,Plant B,M-02,P-05,813,61
2026-02-12,Plant B,M-02,P-05,627,50
2026-02-12,Plant B,M-02,P-01,726,21
2026-02-12,Plant B,M-03,P-03,1041,34
2026-02-12,Plant B,M-03,P-04,852,15
2026-02-12,Plant B,M-03,P-05,661,51
2026-02-12,Plant B,M-04,P-03,863,29
2026-02-12,Plant B,M-04,P-04,443,4
2026-02-12,Plant B,M-04,P-03,847,16
2026-02-12,Plant B,M-05,P-03,1116,38
2026-02-12,Plant B,M-05,P-02,743,17
2026-02-12,Plant B,M-05,P-05,878,49
2026-02-12,Plant C,M-01,P-04,1003,21
2026-02-12,Plant C,M-01,P-03,763,19
2026-02-12,Plant C,M-01,P-03,772,14
2026-02-12,Plant C,M-02,P-06,778,25
2026-02-12,Plant C,M-02,P-06,954,26
2026-02-12,Plant C,M-02,P-01,614,6
2026-02-12,Plant C,M-03,P-03,646,14
2026-02-12,Plant C,M-03,P-02,705,7
2026-02-12,Plant C,M-03,P-06,950,23
2026-02-12,Plant C,M-04,P-05,965,44
2026-02-12,Plant C,M-04,P-01,1038,16
2026-02-12,Plant C,M-04,P-05,687,36
2026-02-12,Plant C,M-05,P-06,898,24
2026-02-12,Plant C,M-05,P-01,1072,10
2026-02-12,Plant C,M-05,P-05,713,54
2026-02-13,Plant A,M-01,P-04,1019,8
2026-02-13,Plant A,M-01,P-06,984,8
2026-02-13,Plant A,M-01,P-02,867,23
2026-02-13,Plant A,M-02,P-06,1088,10
2026-02-13,Plant A,M-02,P-04,1042,33
2026-02-13,Plant A,M-02,P-03,624,13
2026-02-13,Plant A,M-03,P-05,776,43
2026-02-13,Plant A,M-03,P-06,725,9
2026-02-13,Plant A,M-03,P-06,948,7
2026-02-13,Plant A,M-04,P-01,910,26
2026-02-13,Plant A,M-04,P-03,966,18
2026-02-13,Plant A,M-04,P-06,951,17
2026-02-13,Plant A,M-05,P-01,872,26
2026-02-13,Plant A,M-05,P-02,653,20
2026-02-13,Plant A,M-05,P-01,890,11
2026-02-13,Plant B,M-01,P-05,939,63
2026-02-13,Plant B,M-01,P-03,815,22
2026-02-13,Plant B,M-01,P-01,908,19
2026-02-13,Plant B,M-02,P-05,967,70
2026-02-13,Plant B,M-02,P-04,1053,32
2026-02-13,Plant B,M-02,P-04,857,24
2026-02-13,Plant B,M-03,P-03,785,20
2026-02-13,Plant B,M-03,P-02,756,21
2026-02-13,Plant B,M-03,P-06,679,6
2026-02-13,Plant B,M-04,P-04,610,13
2026-02-13,Plant B,M-04,P-03,995,18
2026-02-13,Plant B,M-04,P-04,555,17
2026-02-13,Plant B,M-05,P-04,868,14
2026-02-13,Plant B,M-05,P-05,719,55
2026-02-13,Plant B,M-05,P-05,910,54
2026-02-13,Plant C,M-01,P-04,1110,27
2026-02-13,Plant C,M-01,P-01,741,16
2026-02-13,Plant C,M-01,P-01,654,11
2026-02-13,Plant C,M-02,P-03,1056,10
2026-02-13,Plant C,M-02,P-01,990,30
2026-02-13,Plant C,M-02,P-06,737,7
2026-02-13,Plant C,M-03,P-01,1026,35
2026-02-13,Plant C,M-03,P-02,848,16
2026-02-13,Plant C,M-03,P-04,869,30
2026-02-13,Plant C,M-04,P-02,1044,35
2026-02-13,Plant C,M-04,P-05,1018,67
2026-02-13,Plant C,M-04,P-03,913,19
2026-02-13,Plant C,M-05,P-05,924,48
2026-02-13,Plant C,M-05,P-02,1001,9
2026-02-13,Plant C,M-05,P-01,995,12
2026-02-14,Plant A,M-01,P-02,786,8
2026-02-14,Plant A,M-01,P-02,923,12
2026-02-14,Plant A,M-01,P-04,759,20
2026-02-14,Plant A,M-02,P-04,1076,9
2026-02-14,Plant A,M-02,P-04,595,14
2026-02-14,Plant A,M-02,P-02,613,9
2026-02-14,Plant A,M-03,P-06,1179,14
2026-02-14,Plant A,M-03,P-05,865,42
2026-02-14,Plant A,M-03,P-01,941,11
2026-02-14,Plant A,M-04,P-03,845,28
2026-02-14,Plant A,M-04,P-05,728,41
2026-02-14,Plant A,M-04,P-01,830,25
2026-02-14,Plant A,M-05,P-03,876,9
2026-02-14,Plant A,M-05,P-04,846,16
2026-02-14,Plant A,M-05,P-06,708,7
2026-02-14,Plant B,M-01,P-05,857,59
2026-02-14,Plant B,M-01,P-02,712,9
2026-02-14,Plant B,M-01,P-05,885,71
2026-02-14,Plant B,M-02,P-03,839,15
2026-02-14,Plant B,M-02,P-03,977,17
2026-02-14,Plant B,M-02,P-02,764,15
2026-02-14,Plant B,M-03,P-04,747,20
2026-02-14,Plant B,M-03,P-06,919,21
2026-02-14,Plant B,M-03,P-01,611,13
2026-02-14,Plant B,M-04,P-05,878,52
2026-02-14,Plant B,M-04,P-03,604,8
2026-02-14,Plant B,M-04,P-06,623,17
2026-02-14,Plant B,M-05,P-02,917,24
2026-02-14,Plant B,M-05,P-03,994,18
2026-02-14,Plant B,M-05,P-04,832,6
2026-02-14,Plant C,M-01,P-04,980,17
2026-02-14,Plant C,M-01,P-03,892,18
2026-02-14,Plant C,M-01,P-05,978,69
2026-02-14,Plant C,M-02,P-06,722,16
2026-02-14,Plant C,M-02,P-06,784,11
2026-02-14,Plant C,M-02,P-06,1007,31
2026-02-14,Plant C,M-03,P-02,1104,31
2026-02-14,Plant C,M-03,P-06,749,14
2026-02-14,Plant C,M-03,P-01,984,34
2026-02-14,Plant C,M-04,P-03,901,9
2026-02-14,Plant C,M-04,P-05,868,43
2026-02-14,Plant C,M-04,P-06,952,14
2026-02-14,Plant C,M-05,P-06,860,26
2026-02-14,Plant C,M-05,P-04,1014,16
2026-02-14,Plant C,M-05,P-05,653,36
2026-02-15,Plant A,M-01,P-01,1001,16
2026-02-15,Plant A,M-01,P-05,681,51
2026-02-15,Plant A,M-01,P-06,628,15
2026-02-15,Plant A,M-02,P-05,1092,85
2026-02-15,Plant A,M-02,P-04,977,15
2026-02-15,Plant A,M-02,P-04,744,23
2026-02-15,Plant A,M-03,P-02,715,22
2026-02-15,Plant A,M-03,P-02,816,13
2026-02-15,Plant A,M-03,P-06,803,27
2026-02-15,Plant A,M-04,P-03,1053,12
2026-02-15,Plant A,M-04,P-02,672,15
2026-02-15,Plant A,M-04,P-06,625,5
2026-02-15,Plant A,M-05,P-05,950,80
2026-02-15,Plant A,M-05,P-01,618,11
2026-02-15,Plant A,M-05,P-05,741,49
2026-02-15,Plant B,M-01,P-02,774,7
2026-02-15,Plant B,M-01,P-02,982,25
2026-02-15,Plant B,M-01,P-04,574,7
2026-02-15,Plant B,M-02,P-04,1153,34
2026-02-15,Plant B,M-02,P-05,1069,87
2026-02-15,Plant B,M-02,P-05,840,45
2026-02-15,Plant B,M-03,P-01,966,20
2026-02-15,Plant B,M-03,P-02,970,17
2026-02-15,Plant B,M-03,P-05,700,49
2026-02-15,Plant B,M-04,P-03,574,15
2026-02-15,Plant B,M-04,P-06,861,26
2026-02-15,Plant B,M-04,P-04,535,12
2026-02-15,Plant B,M-05,P-04,1085,32
2026-02-15,Plant B,M-05,P-01,852,27
2026-02-15,Plant B,M-05,P-01,734,14
2026-02-15,Plant C,M-01,P-02,880,22
2026-02-15,Plant C,M-01,P-05,845,62
2026-02-15,Plant C,M-01,P-05,588,38
2026-02-15,Plant C,M-02,P-01,980,15
2026-02-15,Plant C,M-02,P-02,973,8
2026-02-15,Plant C,M-02,P-02,866,28
2026-02-15,Plant C,M-03,P-01,815,16
2026-02-15,Plant C,M-03,P-02,820,16
2026-02-15,Plant C,M-03,P-01,934,17
2026-02-15,Plant C,M-04,P-06,1148,24
2026-02-15,Plant C,M-04,P-04,1047,25
2026-02-15,Plant C,M-04,P-01,906,29
2026-02-15,Plant C,M-05,P-06,1028,14
2026-02-15,Plant C,M-05,P-03,788,25
2026-02-15,Plant C,M-05,P-05,685,57
2026-02-16,Plant A,M-01,P-04,670,15
2026-02-16,Plant A,M-01,P-05,1003,50
2026-02-16,Plant A,M-01,P-04,707,8
2026-02-16,Plant A,M-02,P-03,873,30
2026-02-16,Plant A,M-02,P-05,1118,66
2026-02-16,Plant A,M-02,P-06,786,14
2026-02-16,Plant A,M-03,P-04,986,20
2026-02-16,Plant A,M-03,P-01,683,8
2026-02-16,Plant A,M-03,P-06,916,13
2026-02-16,Plant A,M-04,P-01,1160,17
2026-02-16,Plant A,M-04,P-01,683,8
2026-02-16,Plant A,M-04,P-02,802,20
2026-02-16,Plant A,M-05,P-03,1002,20
2026-02-16,Plant A,M-05,P-03,944,7
2026-02-16,Plant A,M-05,P-03,825,23
2026-02-16,Plant B,M-01,P-06,786,15
2026-02-16,Plant B,M-01,P-02,986,10
2026-02-16,Plant B,M-01,P-05,579,34
2026-02-16,Plant B,M-02,P-05,876,51
2026-02-16,Plant B,M-02,P-05,652,32
2026-02-16,Plant B,M-02,P-02,822,8
2026-02-16,Plant B,M-03,P-05,807,54
2026-02-16,Plant B,M-03,P-06,762,24
2026-02-16,Plant B,M-03,P-04,948,26
2026-02-16,Plant B,M-04,P-06,554,6
2026-02-16,Plant B,M-04,P-06,766,10
2026-02-16,Plant B,M-04,P-01,477,9
2026-02-16,Plant B,M-05,P-06,861,28
2026-02-16,Plant B,M-05,P-01,620,20
2026-02-16,Plant B,M-05,P-04,831,16
2026-02-16,Plant C,M-01,P-05,838,43
2026-02-16,Plant C,M-01,P-04,703,24
2026-02-16,Plant C,M-01,P-02,870,11
2026-02-16,Plant C,M-02,P-04,1219,35
2026-02-16,Plant C,M-02,P-03,1079,19
2026-02-16,Plant C,M-02,P-05,618,40
2026-02-16,Plant C,M-03,P-05,1139,75
2026-02-16,Plant C,M-03,P-05,800,39
2026-02-16,Plant C,M-03,P-02,758,17
2026-02-16,Plant C,M-04,P-03,1010,34
2026-02-16,Plant C,M-04,P-05,811,51
2026-02-16,Plant C,M-04,P-06,795,26
2026-02-16,Plant C,M-05,P-04,742,24
2026-02-16,Plant C,M-05,P-03,988,30
2026-02-16,Plant C,M-05,P-02,894,26
2026-02-17,Plant A,M-01,P-04,877,25
2026-02-17,Plant A,M-01,P-02,874,9
2026-02-17,Plant A,M-01,P-05,879,62
2026-02-17,Plant A,M-02,P-01,1084,26
2026-02-17,Plant A,M-02,P-01,1005,25
2026-02-17,Plant A,M-02,P-05,711,39
2026-02-17,Plant A,M-03,P-04,1186,28
2026-02-17,Plant A,M-03,P-04,966,12
2026-02-17,Plant A,M-03,P-02,522,10
2026-02-17,Plant A,M-04,P-01,1029,19
2026-02-17,Plant A,M-04,P-03,736,10
2026-02-17,Plant A,M-04,P-01,847,18
2026-02-17,Plant A,M-05,P-02,770,8
2026-02-17,Plant A,M-05,P-03,952,19
2026-02-17,Plant A,M-05,P-06,825,25
2026-02-17,Plant B,M-01,P-03,846,7
2026-02-17,Plant B,M-01,P-05,707,47
2026-02-17,Plant B,M-01,P-03,952,11
2026-02-17,Plant B,M-02,P-02,880,11
2026-02-17,Plant B,M-02,P-06,789,13
2026-02-17,Plant B,M-02,P-06,943,25
2026-02-17,Plant B,M-03,P-05,908,73
2026-02-17,Plant B,M-03,P-01,705,14
2026-02-17,Plant B,M-03,P-03,812,17
2026-02-17,Plant B,M-04,P-01,912,16
2026-02-17,Plant B,M-04,P-02,599,5
2026-02-17,Plant B,M-04,P-04,673,10
2026-02-17,Plant B,M-05,P-02,860,8
2026-02-17,Plant B,M-05,P-02,922,24
2026-02-17,Plant B,M-05,P-01,974,16
2026-02-17,Plant C,M-01,P-03,841,23
2026-02-17,Plant C,M-01,P-05,917,49
2026-02-17,Plant C,M-01,P-03,646,9
2026-02-17,Plant C,M-02,P-03,1028,21
2026-02-17,Plant C,M-02,P-02,804,6
2026-02-17,Plant C,M-02,P-03,831,28
2026-02-17,Plant C,M-03,P-04,1085,14
2026-02-17,Plant C,M-03,P-05,660,30
2026-02-17,Plant C,M-03,P-03,879,12
2026-02-17,Plant C,M-04,P-05,1037,83
2026-02-17,Plant C,M-04,P-04,1088,35
2026-02-17,Plant C,M-04,P-02,874,17
2026-02-17,Plant C,M-05,P-01,1037,22
2026-02-17,Plant C,M-05,P-01,833,16
2026-02-17,Plant C,M-05,P-02,594,4
2026-02-18,Plant A,M-01,P-03,1113,19
2026-02-18,Plant A,M-01,P-02,863,22
2026-02-18,Plant A,M-01,P-04,918,24
2026-02-18,Plant A,M-02,P-03,748,15
2026-02-18,Plant A,M-02,P-04,853,18
2026-02-18,Plant A,M-02,P-04,734,20
2026-02-18,Plant A,M-03,P-04,1203,36
2026-02-18,Plant A,M-03,P-04,1011,27
2026-02-18,Plant A,M-03,P-05,736,50
2026-02-18,Plant A,M-04,P-01,793,19
2026-02-18,Plant A,M-04,P-02,973,29
2026-02-18,Plant A,M-04,P-01,708,16
2026-02-18,Plant A,M-05,P-06,832,19
2026-02-18,Plant A,M-05,P-02,699,17
2026-02-18,Plant A,M-05,P-06,687,6
2026-02-18,Plant B,M-01,P-03,865,17
2026-02-18,Plant B,M-01,P-04,785,6
2026-02-18,Plant B,M-01,P-02,768,22
2026-02-18,Plant B,M-02,P-03,795,22
2026-02-18,Plant B,M-02,P-03,1039,9
2026-02-18,Plant B,M-02,P-02,1043,25
2026-02-18,Plant B,M-03,P-01,986,20
2026-02-18,Plant B,M-03,P-01,1043,21
2026-02-18,Plant B,M-03,P-06,656,7
2026-02-18,Plant B,M-04,P-03,510,7
2026-02-18,Plant B,M-04,P-01,520,18
2026-02-18,Plant B,M-04,P-02,754,12
2026-02-18,Plant B,M-05,P-02,928,12
2026-02-18,Plant B,M-05,P-06,1065,21
2026-02-18,Plant B,M-05,P-06,972,15
2026-02-18,Plant C,M-01,P-05,979,59
2026-02-18,Plant C,M-01,P-02,944,29
2026-02-18,Plant C,M-01,P-04,644,17
2026-02-18,Plant C,M-02,P-01,825,14
2026-02-18,Plant C,M-02,P-03,771,18
2026-02-18,Plant C,M-02,P-02,994,21
2026-02-18,Plant C,M-03,P-01,1074,9
2026-02-18,Plant C,M-03,P-02,747,17
2026-02-18,Plant C,M-03,P-04,589,12
2026-02-18,Plant C,M-04,P-06,1023,8
2026-02-18,Plant C,M-04,P-05,1010,59
2026-02-18,Plant C,M-04,P-02,819,7
2026-02-18,Plant C,M-05,P-06,963,21
2026-02-18,Plant C,M-05,P-03,979,20
2026-02-18,Plant C,M-05,P-05,622,30
2026-02-19,Plant A,M-01,P-03,971,24
2026-02-19,Plant A,M-01,P-05,678,34
2026-02-19,Plant A,M-01,P-01,851,27
2026-02-19,Plant A,M-02,P-01,746,14
2026-02-19,Plant A,M-02,P-05,986,53
2026-02-19,Plant A,M-02,P-04,710,9
2026-02-19,Plant A,M-03,P-02,1015,9
2026-02-19,Plant A,M-03,P-02,1018,21
2026-02-19,Plant A,M-03,P-03,761,16
2026-02-19,Plant A,M-04,P-05,995,58
2026-02-19,Plant A,M-04,P-05,783,65
2026-02-19,Plant A,M-04,P-06,988,33
2026-02-19,Plant A,M-05,P-03,773,26
2026-02-19,Plant A,M-05,P-04,640,14
2026-02-19,Plant A,M-05,P-01,674,13
2026-02-19,Plant B,M-01,P-01,694,20
2026-02-19,Plant B,M-01,P-06,853,12
2026-02-19,Plant B,M-01,P-04,869,7
2026-02-19,Plant B,M-02,P-05,1007,73
2026-02-19,Plant B,M-02,P-04,981,27
2026-02-19,Plant B,M-02,P-04,585,10
2026-02-19,Plant B,M-03,P-02,733,10
2026-02-19,Plant B,M-03,P-03,1095,34
2026-02-19,Plant B,M-03,P-03,974,11
2026-02-19,Plant B,M-04,P-05,666,48
2026-02-19,Plant B,M-04,P-04,401,7
2026-02-19,Plant B,M-04,P-06,575,6
2026-02-19,Plant B,M-05,P-01,708,8
2026-02-19,Plant B,M-05,P-03,931,29
2026-02-19,Plant B,M-05,P-05,676,45
2026-02-19,Plant C,M-01,P-01,778,12
2026-02-19,Plant C,M-01,P-02,1027,11
2026-02-19,Plant C,M-01,P-01,864,26
2026-02-19,Plant C,M-02,P-01,940,15
2026-02-19,Plant C,M-02,P-03,1072,14
2026-02-19,Plant C,M-02,P-04,962,33
2026-02-19,Plant C,M-03,P-05,954,74
2026-02-19,Plant C,M-03,P-04,1100,17
2026-02-19,Plant C,M-03,P-05,707,50
2026-02-19,Plant C,M-04,P-01,896,20
2026-02-19,Plant C,M-04,P-06,1058,14
2026-02-19,Plant C,M-04,P-01,931,22
2026-02-19,Plant C,M-05,P-06,905,10
2026-02-19,Plant C,M-05,P-01,923,15
2026-02-19,Plant C,M-05,P-02,775,9
2026-02-20,Plant A,M-01,P-01,718,18
2026-02-20,Plant A,M-01,P-03,714,9
2026-02-20,Plant A,M-01,P-06,953,17
2026-02-20,Plant A,M-02,P-01,816,13
2026-02-20,Plant A,M-02,P-01,902,26
2026-02-20,Plant A,M-02,P-05,771,45
2026-02-20,Plant A,M-03,P-03,719,9
2026-02-20,Plant A,M-03,P-04,683,23
2026-02-20,Plant A,M-03,P-04,730,10
2026-02-20,Plant A,M-04,P-04,802,20
2026-02-20,Plant A,M-04,P-02,821,9
2026-02-20,Plant A,M-04,P-02,672,11
2026-02-20,Plant A,M-05,P-06,1064,30
2026-02-20,Plant A,M-05,P-06,714,23
2026-02-20,Plant A,M-05,P-01,909,15
2026-02-20,Plant B,M-01,P-06,997,34
2026-02-20,Plant B,M-01,P-05,793,63
2026-02-20,Plant B,M-01,P-06,737,12
2026-02-20,Plant B,M-02,P-04,875,11
2026-02-20,Plant B,M-02,P-04,962,9
2026-02-20,Plant B,M-02,P-01,846,18
2026-02-20,Plant B,M-03,P-04,789,6
2026-02-20,Plant B,M-03,P-06,855,15
2026-02-20,Plant B,M-03,P-06,795,11
2026-02-20,Plant B,M-04,P-01,669,14
2026-02-20,Plant B,M-04,P-03,494,7
2026-02-20,Plant B,M-04,P-02,572,13
2026-02-20,Plant B,M-05,P-02,913,23
2026-02-20,Plant B,M-05,P-04,772,20
2026-02-20,Plant B,M-05,P-05,867,51
2026-02-20,Plant C,M-01,P-01,782,20
2026-02-20,Plant C,M-01,P-04,697,16
2026-02-20,Plant C,M-01,P-04,860,14
2026-02-20,Plant C,M-02,P-06,752,23
2026-02-20,Plant C,M-02,P-03,853,16
2026-02-20,Plant C,M-02,P-03,938,15
2026-02-20,Plant C,M-03,P-02,1100,12
2026-02-20,Plant C,M-03,P-02,848,8
2026-02-20,Plant C,M-03,P-04,1018,25
2026-02-20,Plant C,M-04,P-06,826,10
2026-02-20,Plant C,M-04,P-03,996,33
2026-02-20,Plant C,M-04,P-02,1055,13
2026-02-20,Plant C,M-05,P-02,862,16
2026-02-20,Plant C,M-05,P-06,1011,31
2026-02-20,Plant C,M-05,P-02,877,24
2026-02-21,Plant A,M-01,P-01,632,19
2026-02-21,Plant A,M-01,P-02,779,14
2026-02-21,Plant A,M-01,P-06,744,25
2026-02-21,Plant A,M-02,P-01,760,23
2026-02-21,Plant A,M-02,P-01,849,28
2026-02-21,Plant A,M-02,P-03,710,13
2026-02-21,Plant A,M-03,P-06,923,22
2026-02-21,Plant A,M-03,P-03,812,12
2026-02-21,Plant A,M-03,P-05,771,52
2026-02-21,Plant A,M-04,P-03,954,29
2026-02-21,Plant A,M-04,P-04,811,8
2026-02-21,Plant A,M-04,P-04,655,21
2026-02-21,Plant A,M-05,P-06,887,29
2026-02-21,Plant A,M-05,P-05,1050,72
2026-02-21,Plant A,M-05,P-02,1033,9
2026-02-21,Plant B,M-01,P-02,967,31
2026-02-21,Plant B,M-01,P-06,859,25
2026-02-21,Plant B,M-01,P-06,784,27
2026-02-21,Plant B,M-02,P-04,1060,24
2026-02-21,Plant B,M-02,P-01,860,22
2026-02-21,Plant B,M-02,P-02,649,8
2026-02-21,Plant B,M-03,P-03,1084,26
2026-02-21,Plant B,M-03,P-05,724,41
2026-02-21,Plant B,M-03,P-03,755,10
2026-02-21,Plant B,M-04,P-04,763,22
2026-02-21,Plant B,M-04,P-01,658,8
2026-02-21,Plant B,M-04,P-02,720,9
2026-02-21,Plant B,M-05,P-06,761,22
2026-02-21,Plant B,M-05,P-03,685,23
2026-02-21,Plant B,M-05,P-03,774,22
2026-02-21,Plant C,M-01,P-04,834,14
2026-02-21,Plant C,M-01,P-03,1072,20
2026-02-21,Plant C,M-01,P-01,668,14
2026-02-21,Plant C,M-02,P-06,753,15
2026-02-21,Plant C,M-02,P-06,837,13
2026-02-21,Plant C,M-02,P-01,785,15
2026-02-21,Plant C,M-03,P-03,845,25
2026-02-21,Plant C,M-03,P-04,792,23
2026-02-21,Plant C,M-03,P-05,726,34
2026-02-21,Plant C,M-04,P-02,796,24
2026-02-21,Plant C,M-04,P-01,723,11
2026-02-21,Plant C,M-04,P-05,877,67
2026-02-21,Plant C,M-05,P-06,890,18
2026-02-21,Plant C,M-05,P-01,784,8
2026-02-21,Plant C,M-05,P-05,586,38
2026-02-22,Plant A,M-01,P-05,788,51
2026-02-22,Plant A,M-01,P-01,725,25
2026-02-22,Plant A,M-01,P-05,637,53
2026-02-22,Plant A,M-02,P-04,846,20
2026-02-22,Plant A,M-02,P-02,906,18
2026-02-22,Plant A,M-02,P-01,678,21
2026-02-22,Plant A,M-03,P-04,990,33
2026-02-22,Plant A,M-03,P-03,756,14
2026-02-22,Plant A,M-03,P-03,891,13
2026-02-22,Plant A,M-04,P-02,945,18
2026-02-22,Plant A,M-04,P-05,1064,74
2026-02-22,Plant A,M-04,P-06,735,7
2026-02-22,Plant A,M-05,P-04,975,20
2026-02-22,Plant A,M-05,P-03,672,9
2026-02-22,Plant A,M-05,P-03,1003,9
2026-02-22,Plant B,M-01,P-06,1007,17
2026-02-22,Plant B,M-01,P-01,740,18
2026-02-22,Plant B,M-01,P-01,876,15
2026-02-22,Plant B,M-02,P-02,897,28
2026-02-22,Plant B,M-02,P-04,1050,34
2026-02-22,Plant B,M-02,P-01,839,21
2026-02-22,Plant B,M-03,P-04,1008,16
2026-02-22,Plant B,M-03,P-04,707,9
2026-02-22,Plant B,M-03,P-04,921,28
2026-02-22,Plant B,M-04,P-06,709,7
2026-02-22,Plant B,M-04,P-01,451,10
2026-02-22,Plant B,M-04,P-06,766,17
2026-02-22,Plant B,M-05,P-04,859,7
2026-02-22,Plant B,M-05,P-01,883,10
2026-02-22,Plant B,M-05,P-04,825,27
2026-02-22,Plant C,M-01,P-06,980,9
2026-02-22,Plant C,M-01,P-03,724,24
2026-02-22,Plant C,M-01,P-05,1015,59
2026-02-22,Plant C,M-02,P-04,993,30
2026-02-22,Plant C,M-02,P-03,890,10
2026-02-22,Plant C,M-02,P-03,951,33
2026-02-22,Plant C,M-03,P-06,1105,15
2026-02-22,Plant C,M-03,P-01,872,8
2026-02-22,Plant C,M-03,P-05,561,40
2026-02-22,Plant C,M-04,P-01,897,21
2026-02-22,Plant C,M-04,P-03,999,26
2026-02-22,Plant C,M-04,P-02,770,19
2026-02-22,Plant C,M-05,P-02,952,32
2026-02-22,Plant C,M-05,P-06,899,14
2026-02-22,Plant C,M-05,P-06,848,29
2026-02-23,Plant A,M-01,P-03,896,10
2026-02-23,Plant A,M-01,P-06,749,9
2026-02-23,Plant A,M-01,P-04,953,19
2026-02-23,Plant A,M-02,P-02,913,13
2026-02-23,Plant A,M-02,P-04,957,13
2026-02-23,Plant A,M-02,P-06,935,22
2026-02-23,Plant A,M-03,P-03,661,8
2026-02-23,Plant A,M-03,P-04,671,9
2026-02-23,Plant A,M-03,P-02,720,22
2026-02-23,Plant A,M-04,P-02,990,8
2026-02-23,Plant A,M-04,P-03,1060,27
2026-02-23,Plant A,M-04,P-05,649,42
2026-02-23,Plant A,M-05,P-06,688,18
2026-02-23,Plant A,M-05,P-06,1081,21
2026-02-23,Plant A,M-05,P-06,827,17
2026-02-23,Plant B,M-01,P-04,874,17
2026-02-23,Plant B,M-01,P-02,1068,13
2026-02-23,Plant B,M-01,P-03,685,14
2026-02-23,Plant B,M-02,P-01,684,8
2026-02-23,Plant B,M-02,P-03,915,13
2026-02-23,Plant B,M-02,P-04,698,10
