Date,Plant,Machine,Downtime_Hours,Downtime_Reason
2026-02-14,Plant A,M-05,2.3287728834903945,Maintenance
2026-02-14,Plant A,M-05,1.0003802617771393,Mechanical Failure
2026-02-14,Plant A,M-05,1.0650324664699133,Material Shortage
2026-02-14,Plant B,M-01,0.3913955597081943,Changeover
2026-02-14,Plant B,M-01,3.3385992425713518,Changeover
2026-02-14,Plant B,M-01,1.7934758000356037,Electrical Failure
2026-02-14,Plant B,M-02,3.2341176818427453,Electrical Failure
2026-02-14,Plant B,M-02,1.020606985541981,Electrical Failure
2026-02-14,Plant B,M-02,3.481035952985569,Mechanical Failure
2026-02-14,Plant B,M-03,1.5561080496281365,Material Shortage
2026-02-14,Plant B,M-03,2.752280095987698,Changeover
2026-02-14,Plant B,M-03,3.478090821680653,Operator Issue
2026-02-14,Plant B,M-04,7.221115141313648,Electrical Failure
2026-02-14,Plant B,M-04,5.620903131717336,Changeover
2026-02-14,Plant B,M-04,6.98506424532882,Mechanical Failure
2026-02-14,Plant B,M-05,0.24936138215833714,Mechanical Failure
2026-02-14,Plant B,M-05,2.281007956447011,Electrical Failure
2026-02-14,Plant B,M-05,0.7080591749810792,Material Shortage
2026-02-14,Plant C,M-01,1.4365244208917256,Maintenance
2026-02-14,Plant C,M-01,1.928191296407471,Operator Issue
2026-02-14,Plant C,M-01,2.218054262228754,Changeover
2026-02-14,Plant C,M-02,2.9937182104206466,Maintenance
2026-02-14,Plant C,M-02,2.3587554295733764,Material Shortage
2026-02-14,Plant C,M-02,0.5818509010696229,Changeover
2026-02-14,Plant C,M-03,1.3460148750916907,Mechanical Failure
2026-02-14,Plant C,M-03,3.1164973054584766,Material Shortage
2026-02-14,Plant C,M-03,0.6309349799523236,Electrical Failure
2026-02-14,Plant C,M-04,1.5960940703491917,Operator Issue
2026-02-14,Plant C,M-04,2.903157504580386,Electrical Failure
2026-02-14,Plant C,M-04,0.7145566321736438,Mechanical Failure
2026-02-14,Plant C,M-05,1.8960894913247304,Electrical Failure
2026-02-14,Plant C,M-05,3.4238607969715242,Operator Issue
2026-02-14,Plant C,M-05,0.6647362525226779,Mechanical Failure
2026-02-15,Plant A,M-01,0.8340267797661598,Changeover
2026-02-15,Plant A,M-01,3.0501983147088843,Changeover
2026-02-15,Plant A,M-01,3.336457948409536,Electrical Failure
2026-02-15,Plant A,M-02,3.337270624860774,Changeover
2026-02-15,Plant A,M-02,0.9166126005205144,Electrical Failure
2026-02-15,Plant A,M-02,0.6524405206452846,Operator Issue
2026-02-15,Plant A,M-03,0.8903142292667803,Electrical Failure
2026-02-15,Plant A,M-03,1.536916042011638,Mechanical Failure
2026-02-15,Plant A,M-03,1.2093317563829797,Material Shortage
2026-02-15,Plant A,M-04,0.8296144760702677,Operator Issue
2026-02-15,Plant A,M-04,2.3251932469805627,Electrical Failure
2026-02-15,Plant A,M-04,2.406341781242323,Material Shortage
2026-02-15,Plant A,M-05,2.016625149237529,Electrical Failure
2026-02-15,Plant A,M-05,3.3581228288038703,Electrical Failure
2026-02-15,Plant A,M-05,2.1134480461806504,Electrical Failure
2026-02-15,Plant B,M-01,3.3817816617327985,Changeover
2026-02-15,Plant B,M-01,1.378994042586949,Changeover
2026-02-15,Plant B,M-01,3.022271979833389,Mechanical Failure
2026-02-15,Plant B,M-02,1.651408434849706,Operator Issue
2026-02-15,Plant B,M-02,1.1070757127041053,Operator Issue
2026-02-15,Plant B,M-02,3.439086597046232,Operator Issue
2026-02-15,Plant B,M-03,1.8968836757750445,Mechanical Failure
2026-02-15,Plant B,M-03,3.3555464503513077,Maintenance
2026-02-15,Plant B,M-03,1.9280768848074994,Material Shortage
2026-02-15,Plant B,M-04,5.159748374649512,Mechanical Failure
2026-02-15,Plant B,M-04,7.761393510680767,Mechanical Failure
2026-02-15,Plant B,M-04,5.9431364574209296,Mechanical Failure
2026-02-15,Plant B,M-05,1.397030938309196,Material Shortage
2026-02-15,Plant B,M-05,0.8978585283094016,Electrical Failure
2026-02-15,Plant B,M-05,1.6876259298101266,Material Shortage
2026-02-15,Plant C,M-01,0.7769618210384968,Mechanical Failure
2026-02-15,Plant C,M-01,2.7958231020190762,Maintenance
2026-02-15,Plant C,M-01,3.1458362560381756,Changeover
2026-02-15,Plant C,M-02,2.979777399470661,Changeover
2026-02-15,Plant C,M-02,1.5684775087470948,Material Shortage
2026-02-15,Plant C,M-02,0.5772628369680968,Material Shortage
2026-02-15,Plant C,M-03,1.3357672144538038,Material Shortage
2026-02-15,Plant C,M-03,3.0666430685567527,Operator Issue
2026-02-15,Plant C,M-03,0.4490771175992956,Electrical Failure
2026-02-15,Plant C,M-04,0.6528168643132175,Mechanical Failure
2026-02-15,Plant C,M-04,1.0499734946434058,Electrical Failure
2026-02-15,Plant C,M-04,2.410237377885684,Operator Issue
2026-02-15,Plant C,M-05,1.076738936159363,Operator Issue
2026-02-15,Plant C,M-05,1.8583545580483476,Operator Issue
2026-02-15,Plant C,M-05,1.375149468412566,Mechanical Failure
2026-02-16,Plant A,M-01,3.2326873381608996,Material Shortage
2026-02-16,Plant A,M-01,1.5925411481516847,Changeover
2026-02-16,Plant A,M-01,0.9980042916579199,Mechanical Failure
2026-02-16,Plant A,M-02,2.4159390111071235,Material Shortage
2026-02-16,Plant A,M-02,0.7373936984210125,Changeover
2026-02-16,Plant A,M-02,1.7023723463381022,Operator Issue
2026-02-16,Plant A,M-03,2.8180379319412205,Mechanical Failure
2026-02-16,Plant A,M-03,2.004660768079823,Operator Issue
2026-02-16,Plant A,M-03,0.7071312900551541,Maintenance
2026-02-16,Plant A,M-04,0.42293098340376734,Maintenance
2026-02-16,Plant A,M-04,1.888014539627483,Changeover
2026-02-16,Plant A,M-04,1.9918617323631378,Electrical Failure
2026-02-16,Plant A,M-05,2.3299580495055383,Mechanical Failure
2026-02-16,Plant A,M-05,1.9643765702719804,Mechanical Failure
2026-02-16,Plant A,M-05,0.6729231197095152,Material Shortage
2026-02-16,Plant B,M-01,1.7568315987944176,Maintenance
2026-02-16,Plant B,M-01,0.24242986258601748,Material Shortage
2026-02-16,Plant B,M-01,2.2385436520624933,Mechanical Failure
2026-02-16,Plant B,M-02,2.451608027461302,Electrical Failure
2026-02-16,Plant B,M-02,2.4107569291323663,Material Shortage
2026-02-16,Plant B,M-02,2.8647458144669806,Maintenance
2026-02-16,Plant B,M-03,0.6517002599029478,Material Shortage
2026-02-16,Plant B,M-03,3.4782863616224735,Electrical Failure
2026-02-16,Plant B,M-03,2.0418669282297093,Operator Issue
2026-02-16,Plant B,M-04,7.686406398629746,Mechanical Failure
2026-02-16,Plant B,M-04,4.89326018909602,Operator Issue
2026-02-16,Plant B,M-04,7.590673384402268,Maintenance
2026-02-16,Plant B,M-05,2.5452019116113562,Mechanical Failure
2026-02-16,Plant B,M-05,2.7135484747350502,Electrical Failure
2026-02-16,Plant B,M-05,2.44583099722679,Mechanical Failure
2026-02-16,Plant C,M-01,1.24019249563163,Maintenance
2026-02-16,Plant C,M-01,2.120414016969084,Mechanical Failure
2026-02-16,Plant C,M-01,0.48015367968600203,Mechanical Failure
2026-02-16,Plant C,M-02,0.23487150515566171,Changeover
2026-02-16,Plant C,M-02,0.8708374816355664,Mechanical Failure
2026-02-16,Plant C,M-02,2.200013497410229,Operator Issue
2026-02-16,Plant C,M-03,0.7192144291401574,Maintenance
2026-02-16,Plant C,M-03,1.9375015345213797,Electrical Failure
2026-02-16,Plant C,M-03,3.057276868885809,Changeover
2026-02-16,Plant C,M-04,2.0263679454274066,Material Shortage
2026-02-16,Plant C,M-04,2.816940915939015,Operator Issue
2026-02-16,Plant C,M-04,0.8244840883993192,Electrical Failure
2026-02-16,Plant C,M-05,1.2774626702528338,Operator Issue
2026-02-16,Plant C,M-05,2.840522180993828,Changeover
2026-02-16,Plant C,M-05,2.3009154166838024,Material Shortage
2026-02-17,Plant A,M-01,1.3950909854847815,Mechanical Failure
2026-02-17,Plant A,M-01,1.375259234649395,Electrical Failure
2026-02-17,Plant A,M-01,1.7853103910676564,Mechanical Failure
2026-02-17,Plant A,M-02,2.99429568108363,Changeover
2026-02-17,Plant A,M-02,2.288143445949678,Changeover
2026-02-17,Plant A,M-02,3.2730417052903635,Maintenance
2026-02-17,Plant A,M-03,0.2976588917477881,Maintenance
2026-02-17,Plant A,M-03,0.3669845775019556,Operator Issue
2026-02-17,Plant A,M-03,3.2929647477668733,Mechanical Failure
2026-02-17,Plant A,M-04,0.2539439952794358,Electrical Failure
2026-02-17,Plant A,M-04,3.4624146659044226,Electrical Failure
2026-02-17,Plant A,M-04,1.8125248604259028,Operator Issue
2026-02-17,Plant A,M-05,1.2530146215808602,Material Shortage
2026-02-17,Plant A,M-05,1.0735046464463216,Changeover
2026-02-17,Plant A,M-05,2.9624931129344882,Mechanical Failure
2026-02-17,Plant B,M-01,0.8616814277179285,Material Shortage
2026-02-17,Plant B,M-01,1.9234267303773243,Electrical Failure
2026-02-17,Plant B,M-01,1.5165621492812806,Maintenance
2026-02-17,Plant B,M-02,3.2765310754335766,Electrical Failure
2026-02-17,Plant B,M-02,2.037489889298997,Maintenance
2026-02-17,Plant B,M-02,0.6302045797837403,Operator Issue
2026-02-17,Plant B,M-03,3.285645848089411,Material Shortage
2026-02-17,Plant B,M-03,3.1049824674811854,Changeover
2026-02-17,Plant B,M-03,3.3583798975659223,Operator Issue
2026-02-17,Plant B,M-04,5.871257184723887,Mechanical Failure
2026-02-17,Plant B,M-04,7.95462621965605,Changeover
2026-02-17,Plant B,M-04,4.678231977480542,Mechanical Failure
2026-02-17,Plant B,M-05,1.4084495416180505,Material Shortage
2026-02-17,Plant B,M-05,2.6286257656866336,Maintenance
2026-02-17,Plant B,M-05,2.226414449600415,Mechanical Failure
2026-02-17,Plant C,M-01,1.8453347483909999,Mechanical Failure
2026-02-17,Plant C,M-01,0.8394370231410451,Mechanical Failure
2026-02-17,Plant C,M-01,3.1239677726272506,Electrical Failure
2026-02-17,Plant C,M-02,3.061204275963057,Material Shortage
2026-02-17,Plant C,M-02,2.8883596869603667,Maintenance
2026-02-17,Plant C,M-02,2.9987123905437008,Maintenance
2026-02-17,Plant C,M-03,3.2071090139891894,Electrical Failure
2026-02-17,Plant C,M-03,3.2358895254500206,Operator Issue
2026-02-17,Plant C,M-03,2.4133949422597865,Electrical Failure
2026-02-17,Plant C,M-04,3.2980265021844297,Mechanical Failure
2026-02-17,Plant C,M-04,1.207059356749591,Operator Issue
2026-02-17,Plant C,M-04,0.8072985534521249,Changeover
2026-02-17,Plant C,M-05,1.728985375102701,Operator Issue
2026-02-17,Plant C,M-05,0.8810762494189965,Changeover
2026-02-17,Plant C,M-05,2.367420215279105,Mechanical Failure
2026-02-18,Plant A,M-01,0.6191685402947499,Electrical Failure
2026-02-18,Plant A,M-01,0.3460060877587674,Electrical Failure
2026-02-18,Plant A,M-01,2.5676629105791577,Maintenance
2026-02-18,Plant A,M-02,1.6127064928623143,Electrical Failure
2026-02-18,Plant A,M-02,2.2088105925300003,Changeover
2026-02-18,Plant A,M-02,2.2903201223690113,Mechanical Failure
2026-02-18,Plant A,M-03,0.8748842228346507,Mechanical Failure
2026-02-18,Plant A,M-03,0.2858975143965452,Maintenance
2026-02-18,Plant A,M-03,3.444435556707648,Maintenance
2026-02-18,Plant A,M-04,3.0828608378623574,Electrical Failure
2026-02-18,Plant A,M-04,1.4932499390885143,Changeover
2026-02-18,Plant A,M-04,3.2188899923310514,Maintenance
2026-02-18,Plant A,M-05,1.7318455539913824,Maintenance
2026-02-18,Plant A,M-05,2.3566890841315624,Maintenance
2026-02-18,Plant A,M-05,0.23939638984880224,Electrical Failure
2026-02-18,Plant B,M-01,1.5813971127173196,Maintenance
2026-02-18,Plant B,M-01,0.31479043683382235,Material Shortage
2026-02-18,Plant B,M-01,2.462898938549751,Maintenance
2026-02-18,Plant B,M-02,1.0941266669465108,Material Shortage
2026-02-18,Plant B,M-02,1.8706307238411786,Operator Issue
2026-02-18,Plant B,M-02,1.3506482536503899,Operator Issue
2026-02-18,Plant B,M-03,1.6045511559820904,Mechanical Failure
2026-02-18,Plant B,M-03,1.4677286042051894,Material Shortage
2026-02-18,Plant B,M-03,1.165568263959011,Material Shortage
2026-02-18,Plant B,M-04,6.463159195920498,Mechanical Failure
2026-02-18,Plant B,M-04,7.66729316809368,Mechanical Failure
2026-02-18,Plant B,M-04,6.931379747151766,Material Shortage
2026-02-18,Plant B,M-05,0.8594090371265015,Changeover
2026-02-18,Plant B,M-05,1.0077051975084304,Operator Issue
2026-02-18,Plant B,M-05,0.6654639778244724,Mechanical Failure
2026-02-18,Plant C,M-01,1.3364255883349632,Electrical Failure
2026-02-18,Plant C,M-01,0.42613575907006085,Operator Issue
2026-02-18,Plant C,M-01,2.882317202407684,Material Shortage
2026-02-18,Plant C,M-02,2.4728101801008684,Maintenance
2026-02-18,Plant C,M-02,2.102317526315472,Mechanical Failure
2026-02-18,Plant C,M-02,0.6943937439521409,Operator Issue
2026-02-18,Plant C,M-03,1.522291624256181,Changeover
2026-02-18,Plant C,M-03,3.451637571668125,Mechanical Failure
2026-02-18,Plant C,M-03,3.2535825777517404,Operator Issue
2026-02-18,Plant C,M-04,1.2711803540228466,Material Shortage
2026-02-18,Plant C,M-04,0.3098423125694079,Changeover
2026-02-18,Plant C,M-04,0.6389132692592709,Changeover
2026-02-18,Plant C,M-05,2.14031501962215,Operator Issue
2026-02-18,Plant C,M-05,3.4399967928839694,Electrical Failure
2026-02-18,Plant C,M-05,2.2650390697704648,Material Shortage
2026-02-19,Plant A,M-01,1.0673159865008828,Changeover
2026-02-19,Plant A,M-01,1.159198663277945,Changeover
2026-02-19,Plant A,M-01,0.35758140555870854,Material Shortage
2026-02-19,Plant A,M-02,3.4125737057927794,Material Shortage
2026-02-19,Plant A,M-02,1.1296643685995957,Operator Issue
2026-02-19,Plant A,M-02,2.74756393184048,Mechanical Failure
2026-02-19,Plant A,M-03,0.8985137291148606,Material Shortage
2026-02-19,Plant A,M-03,0.8275878472291753,Mechanical Failure
2026-02-19,Plant A,M-03,3.11679116955341,Operator Issue
2026-02-19,Plant A,M-04,1.7414421846370907,Operator Issue
2026-02-19,Plant A,M-04,2.658739628151912,Operator Issue
2026-02-19,Plant A,M-04,1.9555399396865023,Operator Issue
2026-02-19,Plant A,M-05,2.566716736093396,Maintenance
2026-02-19,Plant A,M-05,2.593657877271393,Maintenance
2026-02-19,Plant A,M-05,1.3059100800975416,Changeover
2026-02-19,Plant B,M-01,2.9472901561384153,Operator Issue
2026-02-19,Plant B,M-01,2.660979388948114,Changeover
2026-02-19,Plant B,M-01,2.0085091383312568,Material Shortage
2026-02-19,Plant B,M-02,0.7202799636760222,Maintenance
2026-02-19,Plant B,M-02,2.7000266479728894,Mechanical Failure
2026-02-19,Plant B,M-02,3.459032947077296,Material Shortage
2026-02-19,Plant B,M-03,1.1290656323527513,Operator Issue
2026-02-19,Plant B,M-03,0.9158794946019841,Electrical Failure
2026-02-19,Plant B,M-03,0.4520979454245088,Electrical Failure
2026-02-19,Plant B,M-04,5.155751402286867,Electrical Failure
2026-02-19,Plant B,M-04,7.271111535886512,Maintenance
2026-02-19,Plant B,M-04,6.11149683155825,Electrical Failure
2026-02-19,Plant B,M-05,2.3902567459898476,Maintenance
2026-02-19,Plant B,M-05,2.3631157576589032,Material Shortage
2026-02-19,Plant B,M-05,1.2447616962522727,Material Shortage
2026-02-19,Plant C,M-01,1.6565129490553057,Maintenance
2026-02-19,Plant C,M-01,0.5682701660229853,Mechanical Failure
2026-02-19,Plant C,M-01,3.150555074713227,Operator Issue
2026-02-19,Plant C,M-02,1.9672088006767976,Changeover
2026-02-19,Plant C,M-02,1.1972303888625713,Electrical Failure
2026-02-19,Plant C,M-02,0.7326065285578169,Changeover
2026-02-19,Plant C,M-03,2.3560217505820757,Electrical Failure
2026-02-19,Plant C,M-03,1.0232958355515804,Operator Issue
2026-02-19,Plant C,M-03,1.2303650707484262,Mechanical Failure
2026-02-19,Plant C,M-04,3.275344037762437,Changeover
2026-02-19,Plant C,M-04,2.1263427434049333,Electrical Failure
2026-02-19,Plant C,M-04,0.4494663880332842,Mechanical Failure
2026-02-19,Plant C,M-05,1.6125577134088462,Material Shortage
2026-02-19,Plant C,M-05,2.5053148957942075,Operator Issue
2026-02-19,Plant C,M-05,1.7560040256069696,Material Shortage
2026-02-20,Plant A,M-01,1.1248754905756133,Electrical Failure
2026-02-20,Plant A,M-01,3.0287520378410284,Mechanical Failure
2026-02-20,Plant A,M-01,1.4873736043319792,Material Shortage
2026-02-20,Plant A,M-02,0.3704179308350969,Mechanical Failure
2026-02-20,Plant A,M-02,1.2380384828845719,Electrical Failure
2026-02-20,Plant A,M-02,2.4505915760264205,Operator Issue
2026-02-20,Plant A,M-03,1.096401431459919,Maintenance
2026-02-20,Plant A,M-03,2.1350672729065647,Operator Issue
2026-02-20,Plant A,M-03,0.25707012003137253,Material Shortage
2026-02-20,Plant A,M-04,1.0369197837834236,Mechanical Failure
2026-02-20,Plant A,M-04,1.473322743181729,Operator Issue
2026-02-20,Plant A,M-04,2.8287500901122264,Operator Issue
2026-02-20,Plant A,M-05,0.3356277406649599,Material Shortage
2026-02-20,Plant A,M-05,1.6744910457835391,Changeover
2026-02-20,Plant A,M-05,2.663317205431866,Electrical Failure
2026-02-20,Plant B,M-01,2.249743687217431,Operator Issue
2026-02-20,Plant B,M-01,0.7854609769290797,Changeover
2026-02-20,Plant B,M-01,3.2229606314852237,Electrical Failure
2026-02-20,Plant B,M-02,0.30988268576506756,Operator Issue
2026-02-20,Plant B,M-02,1.448967667400326,Changeover
2026-02-20,Plant B,M-02,1.789569636583075,Maintenance
2026-02-20,Plant B,M-03,1.0092246086783407,Electrical Failure
2026-02-20,Plant B,M-03,1.7681234104151509,Electrical Failure
2026-02-20,Plant B,M-03,1.6976650081480353,Maintenance
2026-02-20,Plant B,M-04,4.606692562173459,Mechanical Failure
2026-02-20,Plant B,M-04,6.914260846533083,Maintenance
2026-02-20,Plant B,M-04,6.08557894505174,Mechanical Failure
2026-02-20,Plant B,M-05,1.6995317441055502,Changeover
2026-02-20,Plant B,M-05,0.9260329276045072,Electrical Failure
2026-02-20,Plant B,M-05,2.9280648021157893,Material Shortage
2026-02-20,Plant C,M-01,2.212574030245974,Mechanical Failure
2026-02-20,Plant C,M-01,2.423755799934971,Maintenance
2026-02-20,Plant C,M-01,0.42589545910594107,Operator Issue
2026-02-20,Plant C,M-02,1.4473607834928732,Material Shortage
2026-02-20,Plant C,M-02,1.7991406745521394,Material Shortage
2026-02-20,Plant C,M-02,0.6950797921734959,Material Shortage
2026-02-20,Plant C,M-03,1.2253239217691263,Changeover
2026-02-20,Plant C,M-03,2.5560528966987706,Operator Issue
2026-02-20,Plant C,M-03,1.3574856086728713,Maintenance
2026-02-20,Plant C,M-04,0.9951417407019112,Changeover
2026-02-20,Plant C,M-04,1.9991297359979783,Operator Issue
2026-02-20,Plant C,M-04,0.5233826486980531,Maintenance
2026-02-20,Plant C,M-05,2.291242153296266,Operator Issue
2026-02-20,Plant C,M-05,2.349871090165931,Changeover
2026-02-20,Plant C,M-05,1.9283782238311493,Changeover
2026-02-21,Plant A,M-01,2.8914370357020363,Maintenance
2026-02-21,Plant A,M-01,3.1796326116690774,Maintenance
2026-02-21,Plant A,M-01,3.156360899220964,Mechanical Failure
2026-02-21,Plant A,M-02,1.929972325014852,Electrical Failure
2026-02-21,Plant A,M-02,0.34304054576017506,Maintenance
2026-02-21,Plant A,M-02,1.922604785501779,Mechanical Failure
2026-02-21,Plant A,M-03,1.5696501300478707,Mechanical Failure
2026-02-21,Plant A,M-03,1.9266194658920641,Material Shortage
2026-02-21,Plant A,M-03,2.5013789531784107,Mechanical Failure
2026-02-21,Plant A,M-04,3.180938402968413,Mechanical Failure
2026-02-21,Plant A,M-04,0.9534244045630877,Electrical Failure
2026-02-21,Plant A,M-04,2.928747671624447,Mechanical Failure
2026-02-21,Plant A,M-05,2.246361455653319,Operator Issue
2026-02-21,Plant A,M-05,1.2747002165177104,Maintenance
2026-02-21,Plant A,M-05,0.2195805392619864,Maintenance
2026-02-21,Plant B,M-01,2.244091127984004,Electrical Failure
2026-02-21,Plant B,M-01,2.1383658643865355,Operator Issue
2026-02-21,Plant B,M-01,1.3273330061422046,Maintenance
2026-02-21,Plant B,M-02,1.503369411114151,Maintenance
2026-02-21,Plant B,M-02,2.1038059960646516,Maintenance
2026-02-21,Plant B,M-02,2.401105057846854,Operator Issue
2026-02-21,Plant B,M-03,0.8873284834627639,Electrical Failure
2026-02-21,Plant B,M-03,1.2835792626797777,Material Shortage
2026-02-21,Plant B,M-03,0.9671478327153191,Electrical Failure
2026-02-21,Plant B,M-04,4.733173454237686,Electrical Failure
2026-02-21,Plant B,M-04,6.786964000838603,Mechanical Failure
2026-02-21,Plant B,M-04,7.1732726853378,Operator Issue
2026-02-21,Plant B,M-05,1.930439105962677,Changeover
2026-02-21,Plant B,M-05,1.7620687917982436,Changeover
2026-02-21,Plant B,M-05,1.7774604119764783,Operator Issue
2026-02-21,Plant C,M-01,0.9942602004370247,Electrical Failure
2026-02-21,Plant C,M-01,2.5937911123245168,Electrical Failure
2026-02-21,Plant C,M-01,1.400546957826705,Electrical Failure
2026-02-21,Plant C,M-02,1.3973061005553937,Changeover
2026-02-21,Plant C,M-02,1.1274794248736009,Material Shortage
2026-02-21,Plant C,M-02,0.41999631921021685,Material Shortage
2026-02-21,Plant C,M-03,0.43320502801665894,Changeover
2026-02-21,Plant C,M-03,2.336930766256294,Maintenance
2026-02-21,Plant C,M-03,0.8732285004855314,Material Shortage
2026-02-21,Plant C,M-04,0.4235990331693864,Maintenance
2026-02-21,Plant C,M-04,2.155166336959929,Material Shortage
2026-02-21,Plant C,M-04,3.1802870334780504,Changeover
2026-02-21,Plant C,M-05,1.440671637132468,Mechanical Failure
2026-02-21,Plant C,M-05,1.5904783895605021,Electrical Failure
2026-02-21,Plant C,M-05,3.435761775252512,Mechanical Failure
2026-02-22,Plant A,M-01,0.43153438949626843,Electrical Failure
2026-02-22,Plant A,M-01,1.483563002572193,Material Shortage
2026-02-22,Plant A,M-01,1.980080036086441,Electrical Failure
2026-02-22,Plant A,M-02,0.2254027497505522,Material Shortage
2026-02-22,Plant A,M-02,2.2435587054994808,Maintenance
2026-02-22,Plant A,M-02,3.3892348732782547,Changeover
2026-02-22,Plant A,M-03,2.3931121124298316,Changeover
2026-02-22,Plant A,M-03,3.1356491165106535,Mechanical Failure
2026-02-22,Plant A,M-03,1.082213955958492,Mechanical Failure
2026-02-22,Plant A,M-04,1.6958393329142718,Maintenance
2026-02-22,Plant A,M-04,0.3178461317928722,Maintenance
2026-02-22,Plant A,M-04,3.37736088970126,Electrical Failure
2026-02-22,Plant A,M-05,1.7550369919823525,Maintenance
2026-02-22,Plant A,M-05,2.930013951077399,Material Shortage
2026-02-22,Plant A,M-05,1.1728125572247807,Maintenance
2026-02-22,Plant B,M-01,1.2522174430290902,Material Shortage
2026-02-22,Plant B,M-01,1.1722403889601811,Electrical Failure
2026-02-22,Plant B,M-01,0.5428414695672361,Mechanical Failure
2026-02-22,Plant B,M-02,1.3097785861902,Operator Issue
2026-02-22,Plant B,M-02,2.3906273226942925,Electrical Failure
2026-02-22,Plant B,M-02,2.830016770356183,Electrical Failure
2026-02-22,Plant B,M-03,3.0718793356583567,Operator Issue
2026-02-22,Plant B,M-03,2.80476593419184,Changeover
2026-02-22,Plant B,M-03,1.3183102246206249,Mechanical Failure
2026-02-22,Plant B,M-04,6.351073850424358,Maintenance
2026-02-22,Plant B,M-04,7.656753696534044,Mechanical Failure
2026-02-22,Plant B,M-04,5.963726923265861,Operator Issue
2026-02-22,Plant B,M-05,3.1525161413798064,Maintenance
2026-02-22,Plant B,M-05,0.9840948400439857,Material Shortage
2026-02-22,Plant B,M-05,3.223417588643829,Mechanical Failure
2026-02-22,Plant C,M-01,2.7751162171630184,Changeover
2026-02-22,Plant C,M-01,1.156655123769525,Mechanical Failure
2026-02-22,Plant C,M-01,1.3022023721277598,Material Shortage
2026-02-22,Plant C,M-02,2.5975364389127455,Electrical Failure
2026-02-22,Plant C,M-02,1.6089891008303303,Electrical Failure
2026-02-22,Plant C,M-02,0.930076648129077,Operator Issue
2026-02-22,Plant C,M-03,2.526646757024264,Changeover
2026-02-22,Plant C,M-03,3.4612156137778096,Operator Issue
2026-02-22,Plant C,M-03,2.939055012236794,Material Shortage
2026-02-22,Plant C,M-04,1.4251808495797338,Operator Issue
2026-02-22,Plant C,M-04,2.55898166518858,Material Shortage
2026-02-22,Plant C,M-04,2.2923220122649086,Operator Issue
2026-02-22,Plant C,M-05,3.407316629414759,Mechanical Failure
2026-02-22,Plant C,M-05,2.397048989500604,Maintenance
2026-02-22,Plant C,M-05,0.8502157853442789,Mechanical Failure
2026-02-23,Plant A,M-01,0.37382141547798786,Changeover
2026-02-23,Plant A,M-01,1.9590428500323243,Material Shortage
2026-02-23,Plant A,M-01,3.35989043957534,Changeover
2026-02-23,Plant A,M-02,2.677605927330077,Maintenance
2026-02-23,Plant A,M-02,2.2262275188284932,Material Shortage
2026-02-23,Plant A,M-02,0.7620943934205695,Maintenance
2026-02-23,Plant A,M-03,2.711998000046064,Maintenance
2026-02-23,Plant A,M-03,2.038122508274831,Operator Issue
2026-02-23,Plant A,M-03,0.23224836368428814,Maintenance
2026-02-23,Plant A,M-04,0.5189937316467146,Changeover
2026-02-23,Plant A,M-04,2.7092783611956617,Material Shortage
2026-02-23,Plant A,M-04,2.3058603120203798,Material Shortage
2026-02-23,Plant A,M-05,1.9019291445674205,Changeover
2026-02-23,Plant A,M-05,1.4927686890971985,Maintenance
2026-02-23,Plant A,M-05,1.6743778380035474,Electrical Failure
2026-02-23,Plant B,M-01,1.0745388953961028,Mechanical Failure
2026-02-23,Plant B,M-01,2.1693627665721165,Maintenance
2026-02-23,Plant B,M-01,1.131934285191352,Electrical Failure
2026-02-23,Plant B,M-02,2.2080205856599355,Maintenance
2026-02-23,Plant B,M-02,0.5858147881794515,Maintenance
2026-02-23,Plant B,M-02,0.7609877792684039,Material Shortage
2026-02-23,Plant B,M-03,1.0114290353621465,Operator Issue
2026-02-23,Plant B,M-03,2.3750746213511067,Mechanical Failure
2026-02-23,Plant B,M-03,0.7972326060997839,Changeover
2026-02-23,Plant B,M-04,4.1712105442724265,Electrical Failure
2026-02-23,Plant B,M-04,4.179542741986893,Changeover
2026-02-23,Plant B,M-04,5.368118058418412,Mechanical Failure
2026-02-23,Plant B,M-05,0.9292939198279959,Material Shortage
2026-02-23,Plant B,M-05,2.1242959831337274,Material Shortage
2026-02-23,Plant B,M-05,1.4526590246140514,Maintenance
2026-02-23,Plant C,M-01,0.4135238495715089,Mechanical Failure
2026-02-23,Plant C,M-01,1.3520200554304707,Changeover
2026-02-23,Plant C,M-01,0.4160885600397231,Mechanical Failure
2026-02-23,Plant C,M-02,2.5336289701368386,Mechanical Failure
2026-02-23,Plant C,M-02,2.8606122936335776,Operator Issue
2026-02-23,Plant C,M-02,3.1584013997202387,Material Shortage
2026-02-23,Plant C,M-03,0.7171243477266287,Electrical Failure
2026-02-23,Plant C,M-03,1.4910531302354937,Mechanical Failure
2026-02-23,Plant C,M-03,2.2112232338355224,Operator Issue
2026-02-23,Plant C,M-04,0.5392874745624767,Maintenance
2026-02-23,Plant C,M-04,2.478298017359156,Maintenance
2026-02-23,Plant C,M-04,3.063847239223839,Mechanical Failure
2026-02-23,Plant C,M-05,0.659709360020101,Material Shortage
2026-02-23,Plant C,M-05,2.2952163456542234,Electrical Failure
2026-02-23,Plant C,M-05,1.86828768731814,Mechanical Failure
2026-02-24,Plant A,M-01,1.065646807843421,Maintenance
