Date,Plant,Machine,Energy_kWh
2026-02-04,Plant C,M-05,433.3658243135809
2026-02-04,Plant C,M-05,441.5637971228122
2026-02-05,Plant A,M-01,471.88562920640777
2026-02-05,Plant A,M-01,444.1215782465534
2026-02-05,Plant A,M-01,479.85421602957547
2026-02-05,Plant A,M-02,435.89075445272096
2026-02-05,Plant A,M-02,453.07251405175646
2026-02-05,Plant A,M-02,430.13935283589274
2026-02-05,Plant A,M-03,896.7364408267549
2026-02-05,Plant A,M-03,773.6360274635505
2026-02-05,Plant A,M-03,657.3810504142001
2026-02-05,Plant A,M-04,505.7776198868356
2026-02-05,Plant A,M-04,515.9877875604986
2026-02-05,Plant A,M-04,469.45302200909646
2026-02-05,Plant A,M-05,358.71584352844036
2026-02-05,Plant A,M-05,361.4874178500119
2026-02-05,Plant A,M-05,376.7427102612822
2026-02-05,Plant B,M-01,561.4679848902433
2026-02-05,Plant B,M-01,418.33871660813065
2026-02-05,Plant B,M-01,390.6410379540737
2026-02-05,Plant B,M-02,401.6532418265507
2026-02-05,Plant B,M-02,508.54816096479146
2026-02-05,Plant B,M-02,327.7624058388601
2026-02-05,Plant B,M-03,767.4985315277821
2026-02-05,Plant B,M-03,710.9787424541672
2026-02-05,Plant B,M-03,716.7239516281403
2026-02-05,Plant B,M-04,582.0251824251991
2026-02-05,Plant B,M-04,354.4267651892768
2026-02-05,Plant B,M-04,280.78830728059893
2026-02-05,Plant B,M-05,501.4654074184586
2026-02-05,Plant B,M-05,508.1617870216683
2026-02-05,Plant B,M-05,549.5364064325527
2026-02-05,Plant C,M-01,444.7624820333393
2026-02-05,Plant C,M-01,332.54220421546
2026-02-05,Plant C,M-01,384.49307933896705
2026-02-05,Plant C,M-02,532.8945862434866
2026-02-05,Plant C,M-02,423.7231229269983
2026-02-05,Plant C,M-02,461.21646170498616
2026-02-05,Plant C,M-03,879.0385319582967
2026-02-05,Plant C,M-03,659.0784523081173
2026-02-05,Plant C,M-03,700.9008427961313
2026-02-05,Plant C,M-04,518.1807136857523
2026-02-05,Plant C,M-04,526.5555157439511
2026-02-05,Plant C,M-04,530.1041804816698
2026-02-05,Plant C,M-05,535.7108792086482
2026-02-05,Plant C,M-05,330.2467789943646
2026-02-05,Plant C,M-05,568.7487486539573
2026-02-06,Plant A,M-01,353.8790467682104
2026-02-06,Plant A,M-01,338.71042122219194
2026-02-06,Plant A,M-01,359.65803515207733
2026-02-06,Plant A,M-02,483.06445350503327
2026-02-06,Plant A,M-02,489.624412703491
2026-02-06,Plant A,M-02,394.7584962520892
2026-02-06,Plant A,M-03,731.4612589573933
2026-02-06,Plant A,M-03,617.8144009650466
2026-02-06,Plant A,M-03,770.1587171576008
2026-02-06,Plant A,M-04,496.3417417675712
2026-02-06,Plant A,M-04,527.4698413244356
2026-02-06,Plant A,M-04,511.10701940267313
2026-02-06,Plant A,M-05,665.7006922151616
2026-02-06,Plant A,M-05,403.2906595511592
2026-02-06,Plant A,M-05,588.1904020443961
2026-02-06,Plant B,M-01,401.4532222112497
2026-02-06,Plant B,M-01,501.84441720408023
2026-02-06,Plant B,M-01,428.341915769929
2026-02-06,Plant B,M-02,527.5463854497726
2026-02-06,Plant B,M-02,504.2588871621426
2026-02-06,Plant B,M-02,325.31739707418546
2026-02-06,Plant B,M-03,700.3045252157257
2026-02-06,Plant B,M-03,616.807002889744
2026-02-06,Plant B,M-03,625.640416451842
2026-02-06,Plant B,M-04,386.2531802206655
2026-02-06,Plant B,M-04,422.27665777350757
2026-02-06,Plant B,M-04,401.73607795010594
2026-02-06,Plant B,M-05,436.5747867610827
2026-02-06,Plant B,M-05,488.2293670340526
2026-02-06,Plant B,M-05,541.7572417871138
2026-02-06,Plant C,M-01,655.1164655398833
2026-02-06,Plant C,M-01,492.4233008235669
2026-02-06,Plant C,M-01,439.28073643501256
2026-02-06,Plant C,M-02,322.47397806769936
2026-02-06,Plant C,M-02,460.21010037662853
2026-02-06,Plant C,M-02,439.5263323125642
2026-02-06,Plant C,M-03,807.4581424281173
2026-02-06,Plant C,M-03,822.7470893769232
2026-02-06,Plant C,M-03,683.6455952842898
2026-02-06,Plant C,M-04,481.3873002058446
2026-02-06,Plant C,M-04,437.24785123051134
2026-02-06,Plant C,M-04,499.5035889989247
2026-02-06,Plant C,M-05,327.6025793090907
2026-02-06,Plant C,M-05,509.74729631961645
2026-02-06,Plant C,M-05,303.3423104160298
2026-02-07,Plant A,M-01,545.90208609849
2026-02-07,Plant A,M-01,461.85247297214534
2026-02-07,Plant A,M-01,443.9060145398435
2026-02-07,Plant A,M-02,405.98660124585166
2026-02-07,Plant A,M-02,539.4450701485845
2026-02-07,Plant A,M-02,373.17402486446235
2026-02-07,Plant A,M-03,697.4816338797475
2026-02-07,Plant A,M-03,872.3690865831564
2026-02-07,Plant A,M-03,608.9426780259125
2026-02-07,Plant A,M-04,592.5542657836646
2026-02-07,Plant A,M-04,461.4704123073905
2026-02-07,Plant A,M-04,340.8289155224185
2026-02-07,Plant A,M-05,438.61517515303484
2026-02-07,Plant A,M-05,453.1407623841471
2026-02-07,Plant A,M-05,493.354923925158
2026-02-07,Plant B,M-01,535.111409421537
2026-02-07,Plant B,M-01,355.3780541445737
2026-02-07,Plant B,M-01,496.398272170927
2026-02-07,Plant B,M-02,519.6194109053572
2026-02-07,Plant B,M-02,494.13492799495333
2026-02-07,Plant B,M-02,420.0204181723818
2026-02-07,Plant B,M-03,905.7242366462303
2026-02-07,Plant B,M-03,757.8394354969795
2026-02-07,Plant B,M-03,839.9758645281389
2026-02-07,Plant B,M-04,434.5942040524712
2026-02-07,Plant B,M-04,336.89342261470387
2026-02-07,Plant B,M-04,428.15839856117407
2026-02-07,Plant B,M-05,482.97372301336986
2026-02-07,Plant B,M-05,423.88108093448204
2026-02-07,Plant B,M-05,421.7245057913793
2026-02-07,Plant C,M-01,318.8952766977087
2026-02-07,Plant C,M-01,450.9220950038266
2026-02-07,Plant C,M-01,499.38334043235284
2026-02-07,Plant C,M-02,490.61721858403075
2026-02-07,Plant C,M-02,454.894539311994
2026-02-07,Plant C,M-02,479.3909067237674
2026-02-07,Plant C,M-03,609.3638244784627
2026-02-07,Plant C,M-03,601.4260031121424
2026-02-07,Plant C,M-03,597.5715012360388
2026-02-07,Plant C,M-04,552.605701559245
2026-02-07,Plant C,M-04,520.765287457773
2026-02-07,Plant C,M-04,473.78515875677334
2026-02-07,Plant C,M-05,302.25507980634177
2026-02-07,Plant C,M-05,457.4291068389572
2026-02-07,Plant C,M-05,396.8174742147318
2026-02-08,Plant A,M-01,438.4288862752123
2026-02-08,Plant A,M-01,383.73276022623725
2026-02-08,Plant A,M-01,653.825765502249
2026-02-08,Plant A,M-02,390.68616534916924
2026-02-08,Plant A,M-02,410.09774556756736
2026-02-08,Plant A,M-02,473.9769238196568
2026-02-08,Plant A,M-03,663.2032689501705
2026-02-08,Plant A,M-03,645.1618748488072
2026-02-08,Plant A,M-03,493.9701415303098
2026-02-08,Plant A,M-04,415.25170951936497
2026-02-08,Plant A,M-04,396.7237281531398
2026-02-08,Plant A,M-04,526.1470460091386
2026-02-08,Plant A,M-05,416.8021378983715
2026-02-08,Plant A,M-05,517.4599805092242
2026-02-08,Plant A,M-05,401.58249555912977
2026-02-08,Plant B,M-01,531.579410679974
2026-02-08,Plant B,M-01,521.0642721928485
2026-02-08,Plant B,M-01,392.12063881897234
2026-02-08,Plant B,M-02,545.5847286014139
2026-02-08,Plant B,M-02,331.8091809252329
2026-02-08,Plant B,M-02,358.6909640967944
2026-02-08,Plant B,M-03,673.9314101327936
2026-02-08,Plant B,M-03,729.1540089542835
2026-02-08,Plant B,M-03,871.1452779016465
2026-02-08,Plant B,M-04,603.9039914413712
2026-02-08,Plant B,M-04,605.8768677133725
2026-02-08,Plant B,M-04,362.0362400465009
2026-02-08,Plant B,M-05,472.06059988026266
2026-02-08,Plant B,M-05,436.551058218129
2026-02-08,Plant B,M-05,508.3007910738701
2026-02-08,Plant C,M-01,350.3187432664988
2026-02-08,Plant C,M-01,480.15912018920676
2026-02-08,Plant C,M-01,362.73071280025937
2026-02-08,Plant C,M-02,675.0847907670234
2026-02-08,Plant C,M-02,533.412568766274
2026-02-08,Plant C,M-02,507.8232672549916
2026-02-08,Plant C,M-03,643.9649592735481
2026-02-08,Plant C,M-03,597.8057402066157
2026-02-08,Plant C,M-03,716.6490362484125
2026-02-08,Plant C,M-04,630.2697511819107
2026-02-08,Plant C,M-04,372.9446698664457
2026-02-08,Plant C,M-04,417.5138174700728
2026-02-08,Plant C,M-05,429.4919819847423
2026-02-08,Plant C,M-05,512.0900988753648
2026-02-08,Plant C,M-05,582.0673206772595
2026-02-09,Plant A,M-01,536.1050695373758
2026-02-09,Plant A,M-01,479.53723518347226
2026-02-09,Plant A,M-01,465.8877889665054
2026-02-09,Plant A,M-02,458.02603489854965
2026-02-09,Plant A,M-02,467.579969091021
2026-02-09,Plant A,M-02,364.09878518768
2026-02-09,Plant A,M-03,512.4104557690697
2026-02-09,Plant A,M-03,671.7498228114553
2026-02-09,Plant A,M-03,748.2100962439617
2026-02-09,Plant A,M-04,492.29700157643555
2026-02-09,Plant A,M-04,446.59045122352046
2026-02-09,Plant A,M-04,591.8345077113361
2026-02-09,Plant A,M-05,503.7745939913094
2026-02-09,Plant A,M-05,453.6885044194827
2026-02-09,Plant A,M-05,536.5792991981718
2026-02-09,Plant B,M-01,626.8862575225422
2026-02-09,Plant B,M-01,441.46036015294703
2026-02-09,Plant B,M-01,326.6379853349103
2026-02-09,Plant B,M-02,552.6351555836809
2026-02-09,Plant B,M-02,522.780160125923
2026-02-09,Plant B,M-02,473.75916682832576
2026-02-09,Plant B,M-03,685.7296098471949
2026-02-09,Plant B,M-03,598.3650190938317
2026-02-09,Plant B,M-03,785.0946858827024
2026-02-09,Plant B,M-04,478.2370136228287
2026-02-09,Plant B,M-04,313.09403103959227
2026-02-09,Plant B,M-04,289.33133482375575
2026-02-09,Plant B,M-05,682.9036028181181
2026-02-09,Plant B,M-05,500.5948915592902
2026-02-09,Plant B,M-05,511.9487637095281
2026-02-09,Plant C,M-01,548.3496260481625
2026-02-09,Plant C,M-01,566.168950641881
2026-02-09,Plant C,M-01,467.9049836135742
2026-02-09,Plant C,M-02,622.44644639713
2026-02-09,Plant C,M-02,410.7601433153717
2026-02-09,Plant C,M-02,542.8921480245981
2026-02-09,Plant C,M-03,718.5651875093254
2026-02-09,Plant C,M-03,711.3997152042716
2026-02-09,Plant C,M-03,495.1040665928302
2026-02-09,Plant C,M-04,410.1392156055505
2026-02-09,Plant C,M-04,660.2436642187998
2026-02-09,Plant C,M-04,427.0634381935883
2026-02-09,Plant C,M-05,512.4488883525021
2026-02-09,Plant C,M-05,449.9542995402396
2026-02-09,Plant C,M-05,488.8748652475992
2026-02-10,Plant A,M-01,358.51879838766723
2026-02-10,Plant A,M-01,592.2242978467633
2026-02-10,Plant A,M-01,368.3970958046691
2026-02-10,Plant A,M-02,457.8943160574332
2026-02-10,Plant A,M-02,439.1479384737991
2026-02-10,Plant A,M-02,543.4576014705974
2026-02-10,Plant A,M-03,518.7045873375536
2026-02-10,Plant A,M-03,931.7904289228399
2026-02-10,Plant A,M-03,587.8656367994154
2026-02-10,Plant A,M-04,517.9369347368615
2026-02-10,Plant A,M-04,477.10842588273357
2026-02-10,Plant A,M-04,516.4903107092663
2026-02-10,Plant A,M-05,456.90069587556394
2026-02-10,Plant A,M-05,596.7439479572755
2026-02-10,Plant A,M-05,515.985552208873
2026-02-10,Plant B,M-01,503.22156926004425
2026-02-10,Plant B,M-01,533.58664988312
2026-02-10,Plant B,M-01,498.4341749879697
2026-02-10,Plant B,M-02,525.1127178485441
2026-02-10,Plant B,M-02,431.76785967442396
2026-02-10,Plant B,M-02,561.4731157188528
2026-02-10,Plant B,M-03,636.8308695211923
2026-02-10,Plant B,M-03,895.2164347036927
2026-02-10,Plant B,M-03,468.1752888308342
2026-02-10,Plant B,M-04,483.31241855362714
2026-02-10,Plant B,M-04,356.4325903558438
2026-02-10,Plant B,M-04,234.20976721692406
2026-02-10,Plant B,M-05,437.60426414286457
2026-02-10,Plant B,M-05,702.9649911543286
2026-02-10,Plant B,M-05,392.07670497421867
2026-02-10,Plant C,M-01,385.65628228052844
2026-02-10,Plant C,M-01,435.84643431213345
2026-02-10,Plant C,M-01,617.0708094059254
2026-02-10,Plant C,M-02,422.30065538090685
2026-02-10,Plant C,M-02,414.4530772279807
2026-02-10,Plant C,M-02,328.2097091086037
2026-02-10,Plant C,M-03,624.521562892376
2026-02-10,Plant C,M-03,755.9237699232157
2026-02-10,Plant C,M-03,531.6079038952338
2026-02-10,Plant C,M-04,464.5886353096293
2026-02-10,Plant C,M-04,505.83833805224555
2026-02-10,Plant C,M-04,467.1708947059392
2026-02-10,Plant C,M-05,398.4561293491337
2026-02-10,Plant C,M-05,655.1959018780232
2026-02-10,Plant C,M-05,344.4131376703509
2026-02-11,Plant A,M-01,517.3618727609507
2026-02-11,Plant A,M-01,377.9596347086933
2026-02-11,Plant A,M-01,331.6747231655122
2026-02-11,Plant A,M-02,426.67939220799275
2026-02-11,Plant A,M-02,445.7923247201995
2026-02-11,Plant A,M-02,485.63979996814686
2026-02-11,Plant A,M-03,940.4804980974449
2026-02-11,Plant A,M-03,681.360495433493
2026-02-11,Plant A,M-03,826.6170923711625
2026-02-11,Plant A,M-04,534.5076452119466
2026-02-11,Plant A,M-04,510.62018915530524
2026-02-11,Plant A,M-04,515.8726168777536
2026-02-11,Plant A,M-05,683.8215065726162
2026-02-11,Plant A,M-05,565.1635100883811
2026-02-11,Plant A,M-05,303.19404350137216
2026-02-11,Plant B,M-01,434.65874294412424
2026-02-11,Plant B,M-01,523.4956020774581
2026-02-11,Plant B,M-01,515.1719337161627
2026-02-11,Plant B,M-02,661.7853331646692
2026-02-11,Plant B,M-02,426.47068971011123
2026-02-11,Plant B,M-02,335.4376889723406
2026-02-11,Plant B,M-03,655.3937956576468
2026-02-11,Plant B,M-03,556.9822758130958
2026-02-11,Plant B,M-03,575.7003335967073
2026-02-11,Plant B,M-04,337.0276357393872
2026-02-11,Plant B,M-04,427.9999915214906
2026-02-11,Plant B,M-04,392.91595131857025
2026-02-11,Plant B,M-05,509.35831051841046
2026-02-11,Plant B,M-05,352.96156148873104
2026-02-11,Plant B,M-05,513.4981895513453
2026-02-11,Plant C,M-01,497.70295475278783
2026-02-11,Plant C,M-01,467.34246737197753
2026-02-11,Plant C,M-01,408.1525697035644
2026-02-11,Plant C,M-02,412.14552858552736
2026-02-11,Plant C,M-02,358.6507464985927
2026-02-11,Plant C,M-02,430.18382328611136
2026-02-11,Plant C,M-03,770.895635660036
2026-02-11,Plant C,M-03,591.0662275049498
2026-02-11,Plant C,M-03,627.0549072603078
2026-02-11,Plant C,M-04,698.4400858214943
2026-02-11,Plant C,M-04,510.69266135574185
2026-02-11,Plant C,M-04,560.5485817201851
2026-02-11,Plant C,M-05,460.4433636529363
2026-02-11,Plant C,M-05,485.1149444508417
2026-02-11,Plant C,M-05,603.1648064661609
2026-02-12,Plant A,M-01,467.17657873501054
2026-02-12,Plant A,M-01,449.2300112376058
2026-02-12,Plant A,M-01,349.74577296108157
2026-02-12,Plant A,M-02,425.7791057369123
2026-02-12,Plant A,M-02,524.6097383245427
2026-02-12,Plant A,M-02,477.39277537352433
2026-02-12,Plant A,M-03,766.1049240174888
2026-02-12,Plant A,M-03,758.7921723429779
2026-02-12,Plant A,M-03,768.554685660415
2026-02-12,Plant A,M-04,567.8172366786932
2026-02-12,Plant A,M-04,485.65307058220543
2026-02-12,Plant A,M-04,329.2580304282505
2026-02-12,Plant A,M-05,540.8002805237953
2026-02-12,Plant A,M-05,507.46298819149774
2026-02-12,Plant A,M-05,428.57617346211384
2026-02-12,Plant B,M-01,519.9198785607888
2026-02-12,Plant B,M-01,464.61187202291495
2026-02-12,Plant B,M-01,402.93109488384226
2026-02-12,Plant B,M-02,396.8606253385716
2026-02-12,Plant B,M-02,399.73533561079756
2026-02-12,Plant B,M-02,440.66075903406045
2026-02-12,Plant B,M-03,935.9145674166309
2026-02-12,Plant B,M-03,752.7110487535691
2026-02-12,Plant B,M-03,496.66637549071385
2026-02-12,Plant B,M-04,533.7564369134104
2026-02-12,Plant B,M-04,246.96967051517004
2026-02-12,Plant B,M-04,400.73465385979506
2026-02-12,Plant B,M-05,721.0233871213068
2026-02-12,Plant B,M-05,480.72244852745575
2026-02-12,Plant B,M-05,484.5705302630709
2026-02-12,Plant C,M-01,454.2127895934671
2026-02-12,Plant C,M-01,477.975614043322
2026-02-12,Plant C,M-01,368.929277711956
2026-02-12,Plant C,M-02,454.343070639402
2026-02-12,Plant C,M-02,600.1430306457152
2026-02-12,Plant C,M-02,307.59950424729334
2026-02-12,Plant C,M-03,551.5131696057247
2026-02-12,Plant C,M-03,584.2361093550878
2026-02-12,Plant C,M-03,771.7508501101636
2026-02-12,Plant C,M-04,559.7624013616593
2026-02-12,Plant C,M-04,657.5151927715161
2026-02-12,Plant C,M-04,341.9513387565913
2026-02-12,Plant C,M-05,419.67909176315413
2026-02-12,Plant C,M-05,568.5716880912299
2026-02-12,Plant C,M-05,423.91090984916383
2026-02-13,Plant A,M-01,641.7910841146039
2026-02-13,Plant A,M-01,592.74109190258
2026-02-13,Plant A,M-01,508.5097482507091
2026-02-13,Plant A,M-02,566.7870297635792
2026-02-13,Plant A,M-02,573.6870313573427
2026-02-13,Plant A,M-02,403.3050098241756
2026-02-13,Plant A,M-03,606.2976308910646
2026-02-13,Plant A,M-03,608.1369934683472
2026-02-13,Plant A,M-03,720.1541084358386
2026-02-13,Plant A,M-04,462.06695624536883
2026-02-13,Plant A,M-04,541.3273154132673
2026-02-13,Plant A,M-04,555.887790240037
2026-02-13,Plant A,M-05,463.2085863112254
2026-02-13,Plant A,M-05,419.7674409400419
2026-02-13,Plant A,M-05,462.3367303915603
2026-02-13,Plant B,M-01,457.70214276803847
2026-02-13,Plant B,M-01,412.65089946834604
2026-02-13,Plant B,M-01,503.98746056397766
2026-02-13,Plant B,M-02,577.3214005241325
2026-02-13,Plant B,M-02,600.7848959869009
2026-02-13,Plant B,M-02,397.8918629650244
2026-02-13,Plant B,M-03,674.6174812398995
2026-02-13,Plant B,M-03,626.0929684209957
2026-02-13,Plant B,M-03,579.2027408488153
2026-02-13,Plant B,M-04,338.0416511866039
2026-02-13,Plant B,M-04,481.484511905563
2026-02-13,Plant B,M-04,251.46106038777324
2026-02-13,Plant B,M-05,541.7023375019485
2026-02-13,Plant B,M-05,457.6101152249285
2026-02-13,Plant B,M-05,492.86033533711327
2026-02-13,Plant C,M-01,592.7539126466372
2026-02-13,Plant C,M-01,366.38110807680454
2026-02-13,Plant C,M-01,327.85977795949816
2026-02-13,Plant C,M-02,508.25446828579237
2026-02-13,Plant C,M-02,639.7284558758186
2026-02-13,Plant C,M-02,346.6194433454609
2026-02-13,Plant C,M-03,914.0246128221124
2026-02-13,Plant C,M-03,732.5033181321585
2026-02-13,Plant C,M-03,664.4270870367686
2026-02-13,Plant C,M-04,501.46806132267113
2026-02-13,Plant C,M-04,604.450584698947
2026-02-13,Plant C,M-04,487.9714519551541
2026-02-13,Plant C,M-05,506.17041188805064
2026-02-13,Plant C,M-05,622.5922646775158
2026-02-13,Plant C,M-05,462.2569552691203
2026-02-14,Plant A,M-01,421.48470074910244
2026-02-14,Plant A,M-01,459.4141685474315
2026-02-14,Plant A,M-01,483.40986555378254
2026-02-14,Plant A,M-02,619.4179858122703
2026-02-14,Plant A,M-02,331.88649220341415
2026-02-14,Plant A,M-02,393.73958184937106
2026-02-14,Plant A,M-03,959.1502357234359
2026-02-14,Plant A,M-03,655.969390256234
2026-02-14,Plant A,M-03,742.1625840178394
2026-02-14,Plant A,M-04,382.347241845167
2026-02-14,Plant A,M-04,332.78769820880433
2026-02-14,Plant A,M-04,512.3623522782981
2026-02-14,Plant A,M-05,500.305465423606
2026-02-14,Plant A,M-05,391.37231949883
2026-02-14,Plant A,M-05,404.9569615827952
2026-02-14,Plant B,M-01,551.7781011605077
2026-02-14,Plant B,M-01,321.662558006228
2026-02-14,Plant B,M-01,401.981276895851
2026-02-14,Plant B,M-02,512.4210446009445
2026-02-14,Plant B,M-02,517.8392228332021
2026-02-14,Plant B,M-02,492.2140635510818
2026-02-14,Plant B,M-03,646.531914018005
2026-02-14,Plant B,M-03,718.8699913151032
2026-02-14,Plant B,M-03,521.6291117283049
2026-02-14,Plant B,M-04,403.56431370324896
2026-02-14,Plant B,M-04,311.4596922112358
2026-02-14,Plant B,M-04,335.83372863795125
2026-02-14,Plant B,M-05,578.935687628097
2026-02-14,Plant B,M-05,618.0543672399018
2026-02-14,Plant B,M-05,495.4453067059361
2026-02-14,Plant C,M-01,602.9664051943008
2026-02-14,Plant C,M-01,539.4926085191871
2026-02-14,Plant C,M-01,494.511944764144
2026-02-14,Plant C,M-02,411.4880368035587
2026-02-14,Plant C,M-02,416.6320187255775
2026-02-14,Plant C,M-02,605.9418265783289
2026-02-14,Plant C,M-03,896.1463214401092
2026-02-14,Plant C,M-03,577.8553898079356
2026-02-14,Plant C,M-03,867.767963510673
2026-02-14,Plant C,M-04,537.6922899157155
2026-02-14,Plant C,M-04,462.71229944258346
2026-02-14,Plant C,M-04,574.6153098280694
2026-02-14,Plant C,M-05,424.77886140481377
2026-02-14,Plant C,M-05,575.4564383227362
2026-02-14,Plant C,M-05,379.516901635494
2026-02-15,Plant A,M-01,553.1447418014998
2026-02-15,Plant A,M-01,409.6811201343598
2026-02-15,Plant A,M-01,334.5985320911754
2026-02-15,Plant A,M-02,639.4910366911065
2026-02-15,Plant A,M-02,632.4392058515851
2026-02-15,Plant A,M-02,364.41779270606844
2026-02-15,Plant A,M-03,541.7734071176714
2026-02-15,Plant A,M-03,680.4699779437487
2026-02-15,Plant A,M-03,646.989219355399
2026-02-15,Plant A,M-04,554.5028525301444
2026-02-15,Plant A,M-04,352.07497129664415
2026-02-15,Plant A,M-04,332.33221027622955
2026-02-15,Plant A,M-05,510.7995842933632
2026-02-15,Plant A,M-05,353.4627952542742
2026-02-15,Plant A,M-05,415.7741637308502
2026-02-15,Plant B,M-01,485.7748431736631
2026-02-15,Plant B,M-01,623.618508237209
2026-02-15,Plant B,M-01,318.77697508466156
2026-02-15,Plant B,M-02,694.4485992677205
2026-02-15,Plant B,M-02,556.5544112080066
2026-02-15,Plant B,M-02,468.2626782201393
2026-02-15,Plant B,M-03,848.9563960512585
2026-02-15,Plant B,M-03,864.7000186640325
2026-02-15,Plant B,M-03,595.7529859225326
2026-02-15,Plant B,M-04,369.13459888488944
2026-02-15,Plant B,M-04,503.1663114554806
2026-02-15,Plant B,M-04,288.18160051047863
2026-02-15,Plant B,M-05,660.6089156677003
2026-02-15,Plant B,M-05,433.99036772966275
2026-02-15,Plant B,M-05,391.62367335429747
2026-02-15,Plant C,M-01,439.3613546339824
2026-02-15,Plant C,M-01,499.0804138155842
2026-02-15,Plant C,M-01,344.97404262631557
2026-02-15,Plant C,M-02,486.6233675807425
2026-02-15,Plant C,M-02,540.3117087160638
2026-02-15,Plant C,M-02,508.5556041127047
2026-02-15,Plant C,M-03,662.5752911429081
2026-02-15,Plant C,M-03,626.4217151720532
2026-02-15,Plant C,M-03,782.6295216849671
2026-02-15,Plant C,M-04,524.0975959428289
2026-02-15,Plant C,M-04,553.2615728342334
2026-02-15,Plant C,M-04,574.590548308949
2026-02-15,Plant C,M-05,513.9704162490676
2026-02-15,Plant C,M-05,485.9552032247756
2026-02-15,Plant C,M-05,407.55189817283036
2026-02-16,Plant A,M-01,321.59692123630697
2026-02-16,Plant A,M-01,614.1486733602493
2026-02-16,Plant A,M-01,389.15379120286974
2026-02-16,Plant A,M-02,478.9264781216512
2026-02-16,Plant A,M-02,535.6678075619901
2026-02-16,Plant A,M-02,473.29802280005924
2026-02-16,Plant A,M-03,820.69334851445
2026-02-16,Plant A,M-03,517.4994909904512
2026-02-16,Plant A,M-03,779.2077899757392
2026-02-16,Plant A,M-04,536.4632251949919
2026-02-16,Plant A,M-04,433.6568455711807
2026-02-16,Plant A,M-04,439.09536549069287
2026-02-16,Plant A,M-05,625.0176906609533
2026-02-16,Plant A,M-05,460.41362910989847
2026-02-16,Plant A,M-05,385.10826772921126
2026-02-16,Plant B,M-01,489.7782287206534
2026-02-16,Plant B,M-01,580.1446572493776
2026-02-16,Plant B,M-01,318.8055679478739
2026-02-16,Plant B,M-02,407.6640257180882
2026-02-16,Plant B,M-02,325.3400515584528
2026-02-16,Plant B,M-02,477.63560613530814
2026-02-16,Plant B,M-03,686.2928026914616
2026-02-16,Plant B,M-03,579.4946003588456
2026-02-16,Plant B,M-03,839.4550921491062
2026-02-16,Plant B,M-04,298.16665648769475
2026-02-16,Plant B,M-04,453.74635667244263
2026-02-16,Plant B,M-04,244.8718685067862
2026-02-16,Plant B,M-05,401.4687615376364
2026-02-16,Plant B,M-05,305.16019192425074
2026-02-16,Plant B,M-05,534.8129274191004
2026-02-16,Plant C,M-01,385.0358561999783
2026-02-16,Plant C,M-01,384.1855664324032
2026-02-16,Plant C,M-01,526.3019052349935
2026-02-16,Plant C,M-02,723.7883642265535
2026-02-16,Plant C,M-02,662.0980915477913
2026-02-16,Plant C,M-02,331.75184232273926
2026-02-16,Plant C,M-03,1000.8052901347307
2026-02-16,Plant C,M-03,628.8534676411091
2026-02-16,Plant C,M-03,616.6010572310021
2026-02-16,Plant C,M-04,648.7725660943283
2026-02-16,Plant C,M-04,519.7889376579575
2026-02-16,Plant C,M-04,415.3816583765583
2026-02-16,Plant C,M-05,450.09547221823516
2026-02-16,Plant C,M-05,557.9876360717346
2026-02-16,Plant C,M-05,475.4959150947562
2026-02-17,Plant A,M-01,503.87164949925767
2026-02-17,Plant A,M-01,522.4417662656776
2026-02-17,Plant A,M-01,464.55225898060354
2026-02-17,Plant A,M-02,572.8148309494817
2026-02-17,Plant A,M-02,467.54396364126484
2026-02-17,Plant A,M-02,361.04336898318394
2026-02-17,Plant A,M-03,1028.7486828730782
2026-02-17,Plant A,M-03,865.9559090959713
2026-02-17,Plant A,M-03,416.9926660355924
2026-02-17,Plant A,M-04,519.1650723971841
2026-02-17,Plant A,M-04,422.7874935324356
2026-02-17,Plant A,M-04,417.4159404727508
2026-02-17,Plant A,M-05,359.1902829259428
2026-02-17,Plant A,M-05,578.9314201574767
2026-02-17,Plant A,M-05,490.1035057588563
2026-02-17,Plant B,M-01,443.8996547662692
2026-02-17,Plant B,M-01,358.57874522691696
2026-02-17,Plant B,M-01,589.2480845991327
2026-02-17,Plant B,M-02,489.6461804401899
2026-02-17,Plant B,M-02,361.91748524913936
2026-02-17,Plant B,M-02,465.0624025985795
2026-02-17,Plant B,M-03,743.7328260881451
2026-02-17,Plant B,M-03,535.1336879517173
2026-02-17,Plant B,M-03,681.7329558060474
2026-02-17,Plant B,M-04,513.6757598077032
2026-02-17,Plant B,M-04,350.9605834690532
2026-02-17,Plant B,M-04,414.3156508239388
2026-02-17,Plant B,M-05,474.475402561419
2026-02-17,Plant B,M-05,505.0344880324048
2026-02-17,Plant B,M-05,543.1449508910509
2026-02-17,Plant C,M-01,482.81284308585856
2026-02-17,Plant C,M-01,426.05152442325016
2026-02-17,Plant C,M-01,362.8545722801113
2026-02-17,Plant C,M-02,480.3863056940121
2026-02-17,Plant C,M-02,520.9474407869822
2026-02-17,Plant C,M-02,515.9174491266839
2026-02-17,Plant C,M-03,838.4363835716767
2026-02-17,Plant C,M-03,568.6838129901222
2026-02-17,Plant C,M-03,681.4775371611611
2026-02-17,Plant C,M-04,657.4581731270785
2026-02-17,Plant C,M-04,618.2742593732189
2026-02-17,Plant C,M-04,508.61858799745914
